id,ethnicity,religion,sign
48336,black,other but not too serious about it,leo but it doesn&rsquo;t matter
48338,white,agnosticism but not too serious about it,cancer but it doesn&rsquo;t matter
48343,white,agnosticism,aquarius
48346,white,agnosticism and laughing about it,aries but it doesn&rsquo;t matter
48349,white,buddhism,leo
48351,asian,agnosticism but not too serious about it,virgo but it doesn&rsquo;t matter
48357,"black, native american",christianity,libra but it doesn&rsquo;t matter
48358,white,christianity and somewhat serious about it,virgo and it&rsquo;s fun to think about
48362,white,catholicism and somewhat serious about it,aries but it doesn&rsquo;t matter
48369,white,atheism,scorpio
48378,white,atheism,taurus but it doesn&rsquo;t matter
48387,white,other and laughing about it,libra and it&rsquo;s fun to think about
48388,"black, white",other and laughing about it,sagittarius
48393,"middle eastern, white",catholicism but not too serious about it,taurus and it&rsquo;s fun to think about
48395,white,atheism,gemini
48397,"native american, white, other",buddhism and laughing about it,libra and it&rsquo;s fun to think about
48398,"native american, hispanic / latin, white",other and laughing about it,cancer but it doesn&rsquo;t matter
48400,"black, white",christianity and very serious about it,gemini but it doesn&rsquo;t matter
48403,white,christianity but not too serious about it,aries and it&rsquo;s fun to think about
48426,white,other,aries
48427,white,atheism,scorpio
48441,white,other,libra and it&rsquo;s fun to think about
48444,"hispanic / latin, white",catholicism but not too serious about it,aquarius and it&rsquo;s fun to think about
48446,white,judaism but not too serious about it,cancer and it&rsquo;s fun to think about
48455,"black, white",judaism but not too serious about it,aquarius and it&rsquo;s fun to think about
48460,white,christianity and somewhat serious about it,scorpio and it&rsquo;s fun to think about
48461,white,buddhism and somewhat serious about it,sagittarius and it&rsquo;s fun to think about
48463,white,atheism and laughing about it,leo
48474,white,other and laughing about it,pisces but it doesn&rsquo;t matter
48475,white,christianity but not too serious about it,pisces and it&rsquo;s fun to think about
48476,black,other,aquarius
48480,"indian, hispanic / latin",agnosticism and laughing about it,virgo but it doesn&rsquo;t matter
48481,white,buddhism but not too serious about it,libra but it doesn&rsquo;t matter
48508,white,christianity and laughing about it,cancer and it&rsquo;s fun to think about
48511,asian,other,virgo and it&rsquo;s fun to think about
48530,white,atheism and very serious about it,libra but it doesn&rsquo;t matter
48533,"pacific islander, other",agnosticism and laughing about it,sagittarius but it doesn&rsquo;t matter
48538,white,agnosticism and somewhat serious about it,taurus and it&rsquo;s fun to think about
48540,"asian, white",other and laughing about it,cancer but it doesn&rsquo;t matter
48545,"black, white",agnosticism and laughing about it,scorpio and it&rsquo;s fun to think about
48552,white,agnosticism,libra
48555,white,agnosticism but not too serious about it,aquarius and it&rsquo;s fun to think about
48572,asian,buddhism and laughing about it,cancer and it&rsquo;s fun to think about
48578,"hispanic / latin, white",catholicism but not too serious about it,taurus and it&rsquo;s fun to think about
48579,white,atheism and laughing about it,libra but it doesn&rsquo;t matter
48581,white,agnosticism and laughing about it,sagittarius but it doesn&rsquo;t matter
48588,white,agnosticism and laughing about it,cancer but it doesn&rsquo;t matter
48596,white,christianity but not too serious about it,aquarius
48597,white,agnosticism,capricorn
48606,"hispanic / latin, other",christianity but not too serious about it,aquarius and it&rsquo;s fun to think about
48613,white,christianity,taurus but it doesn&rsquo;t matter
48617,white,atheism and laughing about it,leo and it&rsquo;s fun to think about
48625,white,atheism but not too serious about it,gemini but it doesn&rsquo;t matter
48631,white,agnosticism and laughing about it,aries and it&rsquo;s fun to think about
48654,white,other but not too serious about it,libra and it&rsquo;s fun to think about
48656,white,other and laughing about it,leo but it doesn&rsquo;t matter
48661,white,agnosticism,taurus but it doesn&rsquo;t matter
48669,white,other,libra and it&rsquo;s fun to think about
48673,white,christianity,virgo
48677,white,atheism,leo
48693,white,other but not too serious about it,sagittarius and it&rsquo;s fun to think about
48696,white,catholicism,virgo
48697,hispanic / latin,catholicism but not too serious about it,aquarius but it doesn&rsquo;t matter
48699,white,christianity but not too serious about it,taurus and it&rsquo;s fun to think about
48702,white,christianity and somewhat serious about it,virgo but it doesn&rsquo;t matter
48706,white,other and somewhat serious about it,libra but it doesn&rsquo;t matter
48709,white,atheism and laughing about it,gemini but it doesn&rsquo;t matter
48741,white,christianity,taurus and it&rsquo;s fun to think about
48743,white,other,aquarius
48757,hispanic / latin,other,sagittarius
48761,white,atheism and very serious about it,leo but it doesn&rsquo;t matter
48781,white,atheism,cancer but it doesn&rsquo;t matter
48795,white,atheism but not too serious about it,aquarius but it doesn&rsquo;t matter
48797,white,agnosticism and laughing about it,aquarius but it doesn&rsquo;t matter
48804,asian,agnosticism,sagittarius but it doesn&rsquo;t matter
48825,"black, white",agnosticism and very serious about it,gemini and it&rsquo;s fun to think about
48826,white,atheism and very serious about it,leo and it&rsquo;s fun to think about
48830,white,other and very serious about it,virgo and it&rsquo;s fun to think about
48832,white,atheism and laughing about it,virgo but it doesn&rsquo;t matter
48849,white,other but not too serious about it,scorpio and it&rsquo;s fun to think about
48854,white,christianity but not too serious about it,cancer and it&rsquo;s fun to think about
48858,white,other and laughing about it,virgo and it&rsquo;s fun to think about
48863,white,other,aries and it&rsquo;s fun to think about
48864,white,other,aquarius and it&rsquo;s fun to think about
48875,white,christianity and very serious about it,capricorn but it doesn&rsquo;t matter
48880,asian,agnosticism,scorpio but it doesn&rsquo;t matter
48887,white,catholicism,capricorn and it&rsquo;s fun to think about
48897,white,christianity,scorpio and it&rsquo;s fun to think about
48908,black,christianity and somewhat serious about it,aries and it&rsquo;s fun to think about
48911,white,atheism and somewhat serious about it,scorpio but it doesn&rsquo;t matter
48916,white,agnosticism and somewhat serious about it,virgo
48917,white,other and laughing about it,libra and it&rsquo;s fun to think about
48918,"white, other",agnosticism and very serious about it,scorpio and it&rsquo;s fun to think about
48931,white,judaism and somewhat serious about it,virgo but it doesn&rsquo;t matter
48933,pacific islander,catholicism and somewhat serious about it,pisces and it&rsquo;s fun to think about
48939,hispanic / latin,agnosticism but not too serious about it,libra but it doesn&rsquo;t matter
48951,asian,christianity but not too serious about it,capricorn and it matters a lot
48972,"asian, pacific islander",catholicism,gemini
48974,white,agnosticism but not too serious about it,cancer but it doesn&rsquo;t matter
48991,asian,agnosticism and somewhat serious about it,aquarius and it&rsquo;s fun to think about
48998,other,islam but not too serious about it,leo and it&rsquo;s fun to think about
49004,white,christianity but not too serious about it,leo and it&rsquo;s fun to think about
49006,"native american, hispanic / latin",other but not too serious about it,scorpio
49011,white,catholicism and somewhat serious about it,aquarius and it&rsquo;s fun to think about
49016,white,agnosticism but not too serious about it,cancer but it doesn&rsquo;t matter
49017,"white, other",atheism,libra and it&rsquo;s fun to think about
49027,other,judaism,gemini
49030,white,other and laughing about it,aries and it&rsquo;s fun to think about
49033,white,atheism and laughing about it,pisces but it doesn&rsquo;t matter
49035,white,judaism and somewhat serious about it,capricorn but it doesn&rsquo;t matter
49043,white,buddhism but not too serious about it,sagittarius and it&rsquo;s fun to think about
49046,white,catholicism but not too serious about it,libra
49057,other,other but not too serious about it,sagittarius and it&rsquo;s fun to think about
49067,white,atheism,aries
49071,white,other but not too serious about it,aries but it doesn&rsquo;t matter
49082,white,atheism but not too serious about it,sagittarius but it doesn&rsquo;t matter
49083,asian,atheism but not too serious about it,aquarius but it doesn&rsquo;t matter
49085,"asian, white",christianity and somewhat serious about it,virgo and it&rsquo;s fun to think about
49111,white,catholicism but not too serious about it,gemini and it&rsquo;s fun to think about
49112,asian,christianity and laughing about it,aries and it&rsquo;s fun to think about
49116,"black, white",other and laughing about it,capricorn and it&rsquo;s fun to think about
49118,white,catholicism and laughing about it,gemini and it&rsquo;s fun to think about
49125,white,agnosticism and laughing about it,gemini and it&rsquo;s fun to think about
49126,"asian, white",catholicism but not too serious about it,taurus but it doesn&rsquo;t matter
49128,white,other and laughing about it,aries but it doesn&rsquo;t matter
49131,white,agnosticism but not too serious about it,taurus but it doesn&rsquo;t matter
49132,asian,agnosticism but not too serious about it,aries and it&rsquo;s fun to think about
49134,indian,buddhism and laughing about it,scorpio and it&rsquo;s fun to think about
49141,white,agnosticism and laughing about it,taurus and it&rsquo;s fun to think about
49153,asian,agnosticism and laughing about it,leo and it&rsquo;s fun to think about
49155,white,other,scorpio and it&rsquo;s fun to think about
49156,white,agnosticism but not too serious about it,scorpio and it&rsquo;s fun to think about
49159,white,catholicism but not too serious about it,capricorn and it&rsquo;s fun to think about
49174,white,agnosticism and laughing about it,aquarius but it doesn&rsquo;t matter
49187,asian,buddhism but not too serious about it,scorpio and it&rsquo;s fun to think about
49197,white,christianity,sagittarius
49199,white,atheism and very serious about it,sagittarius and it&rsquo;s fun to think about
49220,white,christianity and very serious about it,libra but it doesn&rsquo;t matter
49228,white,agnosticism and laughing about it,libra
49230,white,agnosticism and laughing about it,cancer and it&rsquo;s fun to think about
49234,white,agnosticism and laughing about it,virgo but it doesn&rsquo;t matter
49237,white,atheism but not too serious about it,libra but it doesn&rsquo;t matter
49240,pacific islander,christianity and somewhat serious about it,gemini and it&rsquo;s fun to think about
49257,white,agnosticism and somewhat serious about it,scorpio and it&rsquo;s fun to think about
49259,white,agnosticism and laughing about it,aries but it doesn&rsquo;t matter
49265,white,agnosticism but not too serious about it,leo but it doesn&rsquo;t matter
49273,white,other and very serious about it,sagittarius and it&rsquo;s fun to think about
49279,asian,agnosticism but not too serious about it,aquarius but it doesn&rsquo;t matter
49302,other,agnosticism,cancer
49305,white,christianity and very serious about it,pisces and it&rsquo;s fun to think about
49316,white,atheism,cancer but it doesn&rsquo;t matter
49317,other,judaism but not too serious about it,leo
49319,white,atheism,pisces
49325,white,atheism and laughing about it,pisces and it&rsquo;s fun to think about
49333,white,buddhism and laughing about it,aquarius and it&rsquo;s fun to think about
49349,white,christianity,aquarius
49353,asian,buddhism,aries and it&rsquo;s fun to think about
49359,white,other but not too serious about it,taurus and it&rsquo;s fun to think about
49366,hispanic / latin,other,aquarius but it doesn&rsquo;t matter
49369,asian,atheism but not too serious about it,capricorn but it doesn&rsquo;t matter
49370,white,catholicism,cancer
49378,white,atheism and very serious about it,libra but it doesn&rsquo;t matter
49385,"hispanic / latin, white",atheism and laughing about it,libra but it doesn&rsquo;t matter
49389,"white, other",atheism but not too serious about it,libra and it&rsquo;s fun to think about
49394,white,catholicism and laughing about it,aquarius but it doesn&rsquo;t matter
49403,white,judaism but not too serious about it,aries
49406,white,other but not too serious about it,scorpio and it&rsquo;s fun to think about
49413,other,judaism but not too serious about it,taurus and it&rsquo;s fun to think about
49415,asian,agnosticism but not too serious about it,sagittarius but it doesn&rsquo;t matter
49417,hispanic / latin,catholicism but not too serious about it,leo and it&rsquo;s fun to think about
49419,white,judaism but not too serious about it,scorpio and it&rsquo;s fun to think about
49420,white,christianity but not too serious about it,aquarius
49432,white,other,libra and it&rsquo;s fun to think about
49436,asian,christianity,sagittarius
49452,white,christianity but not too serious about it,gemini and it&rsquo;s fun to think about
49462,white,christianity,cancer but it doesn&rsquo;t matter
49469,black,buddhism and somewhat serious about it,sagittarius but it doesn&rsquo;t matter
49470,other,other but not too serious about it,virgo and it&rsquo;s fun to think about
49475,white,agnosticism and laughing about it,aries but it doesn&rsquo;t matter
49489,"hispanic / latin, white",atheism and laughing about it,aquarius and it&rsquo;s fun to think about
49491,"native american, white, other",agnosticism and laughing about it,aries and it matters a lot
49493,white,agnosticism and very serious about it,pisces and it&rsquo;s fun to think about
49494,"hispanic / latin, white, other",other,capricorn but it doesn&rsquo;t matter
49503,white,atheism and laughing about it,cancer but it doesn&rsquo;t matter
49508,hispanic / latin,agnosticism but not too serious about it,scorpio and it&rsquo;s fun to think about
49513,white,agnosticism and laughing about it,scorpio but it doesn&rsquo;t matter
49515,asian,agnosticism but not too serious about it,aquarius but it doesn&rsquo;t matter
49517,asian,agnosticism,libra and it&rsquo;s fun to think about
49521,white,buddhism and somewhat serious about it,leo and it&rsquo;s fun to think about
49525,white,agnosticism and laughing about it,aquarius and it&rsquo;s fun to think about
49535,"black, white",agnosticism but not too serious about it,pisces but it doesn&rsquo;t matter
49540,asian,atheism and laughing about it,capricorn but it doesn&rsquo;t matter
49544,white,other and laughing about it,scorpio and it&rsquo;s fun to think about
49545,white,other and laughing about it,capricorn but it doesn&rsquo;t matter
49557,other,christianity but not too serious about it,gemini but it doesn&rsquo;t matter
49559,middle eastern,agnosticism,leo but it doesn&rsquo;t matter
49562,white,agnosticism but not too serious about it,aquarius and it&rsquo;s fun to think about
49567,black,christianity and somewhat serious about it,capricorn and it&rsquo;s fun to think about
49574,white,agnosticism,aries
49585,"middle eastern, white",agnosticism,gemini and it&rsquo;s fun to think about
49589,white,christianity and somewhat serious about it,sagittarius and it&rsquo;s fun to think about
49594,black,christianity and somewhat serious about it,scorpio and it&rsquo;s fun to think about
49595,white,other and very serious about it,gemini and it&rsquo;s fun to think about
49605,white,atheism and somewhat serious about it,gemini but it doesn&rsquo;t matter
49626,white,other and somewhat serious about it,virgo and it&rsquo;s fun to think about
49640,indian,hinduism,pisces but it doesn&rsquo;t matter
49641,white,christianity and laughing about it,aries and it&rsquo;s fun to think about
49657,white,judaism,aquarius and it&rsquo;s fun to think about
49664,white,buddhism and laughing about it,virgo and it&rsquo;s fun to think about
49672,white,other and somewhat serious about it,leo and it&rsquo;s fun to think about
49674,asian,agnosticism,aquarius and it&rsquo;s fun to think about
49701,white,agnosticism but not too serious about it,leo and it&rsquo;s fun to think about
49702,black,other but not too serious about it,cancer and it&rsquo;s fun to think about
49708,white,judaism but not too serious about it,virgo and it&rsquo;s fun to think about
49710,white,atheism but not too serious about it,pisces and it&rsquo;s fun to think about
49713,white,agnosticism,libra
49718,white,agnosticism but not too serious about it,gemini and it&rsquo;s fun to think about
49720,white,judaism,virgo but it doesn&rsquo;t matter
49723,asian,catholicism,pisces
49724,white,catholicism but not too serious about it,pisces but it doesn&rsquo;t matter
49728,white,agnosticism and laughing about it,cancer but it doesn&rsquo;t matter
49741,white,agnosticism but not too serious about it,scorpio but it doesn&rsquo;t matter
49755,white,agnosticism but not too serious about it,scorpio but it doesn&rsquo;t matter
49774,white,catholicism but not too serious about it,virgo but it doesn&rsquo;t matter
49779,white,catholicism but not too serious about it,cancer and it&rsquo;s fun to think about
49781,"asian, pacific islander, white",catholicism but not too serious about it,gemini and it&rsquo;s fun to think about
49804,asian,christianity and somewhat serious about it,capricorn and it&rsquo;s fun to think about
49807,white,atheism and laughing about it,pisces and it&rsquo;s fun to think about
49811,white,christianity,cancer and it&rsquo;s fun to think about
49812,white,other but not too serious about it,scorpio but it doesn&rsquo;t matter
49824,white,buddhism and somewhat serious about it,libra
49825,white,christianity and very serious about it,pisces but it doesn&rsquo;t matter
49833,pacific islander,catholicism but not too serious about it,leo but it doesn&rsquo;t matter
49837,white,other,taurus and it&rsquo;s fun to think about
49842,white,agnosticism but not too serious about it,cancer and it&rsquo;s fun to think about
49851,asian,atheism but not too serious about it,cancer and it&rsquo;s fun to think about
49852,white,other,leo but it doesn&rsquo;t matter
49873,white,agnosticism and somewhat serious about it,cancer but it doesn&rsquo;t matter
49885,indian,agnosticism and very serious about it,leo but it doesn&rsquo;t matter
49895,white,other and somewhat serious about it,cancer and it&rsquo;s fun to think about
49917,white,catholicism and laughing about it,cancer and it&rsquo;s fun to think about
49926,white,agnosticism,libra but it doesn&rsquo;t matter
49929,white,atheism,pisces but it doesn&rsquo;t matter
49939,asian,christianity,virgo but it doesn&rsquo;t matter
49940,asian,catholicism and somewhat serious about it,scorpio and it&rsquo;s fun to think about
49946,white,agnosticism but not too serious about it,cancer and it&rsquo;s fun to think about
49948,"hispanic / latin, white",catholicism and laughing about it,capricorn
49951,white,agnosticism,scorpio and it matters a lot
49954,white,christianity but not too serious about it,libra but it doesn&rsquo;t matter
49955,"white, other",other and somewhat serious about it,aquarius and it&rsquo;s fun to think about
49957,hispanic / latin,christianity but not too serious about it,leo and it&rsquo;s fun to think about
49967,white,agnosticism and laughing about it,cancer and it matters a lot
49968,white,other,libra
49969,white,agnosticism and laughing about it,virgo but it doesn&rsquo;t matter
49985,asian,other and laughing about it,gemini but it doesn&rsquo;t matter
49997,white,other,aries and it&rsquo;s fun to think about
49999,white,agnosticism but not too serious about it,aquarius and it&rsquo;s fun to think about
50008,white,catholicism,capricorn but it doesn&rsquo;t matter
50010,white,agnosticism and laughing about it,taurus and it&rsquo;s fun to think about
50042,other,other but not too serious about it,aries
50043,white,other and very serious about it,sagittarius and it&rsquo;s fun to think about
50046,white,agnosticism,scorpio but it doesn&rsquo;t matter
50048,white,agnosticism and laughing about it,gemini but it doesn&rsquo;t matter
50051,white,other and laughing about it,scorpio and it&rsquo;s fun to think about
50057,white,buddhism and laughing about it,capricorn and it&rsquo;s fun to think about
50075,white,other but not too serious about it,sagittarius but it doesn&rsquo;t matter
50077,white,catholicism but not too serious about it,libra but it doesn&rsquo;t matter
50082,white,other but not too serious about it,capricorn and it&rsquo;s fun to think about
50089,white,atheism and laughing about it,aries but it doesn&rsquo;t matter
50102,"asian, native american, white, other",other and laughing about it,leo but it doesn&rsquo;t matter
50106,middle eastern,atheism and somewhat serious about it,virgo and it&rsquo;s fun to think about
50126,white,catholicism but not too serious about it,cancer and it&rsquo;s fun to think about
50129,asian,buddhism but not too serious about it,gemini but it doesn&rsquo;t matter
50133,white,atheism and laughing about it,sagittarius and it&rsquo;s fun to think about
50136,white,atheism but not too serious about it,gemini but it doesn&rsquo;t matter
50141,"asian, white, other",agnosticism but not too serious about it,aries and it&rsquo;s fun to think about
50151,"asian, pacific islander",catholicism but not too serious about it,taurus and it&rsquo;s fun to think about
50152,black,christianity,cancer
50170,pacific islander,agnosticism and laughing about it,leo but it doesn&rsquo;t matter
50187,white,other and somewhat serious about it,leo and it&rsquo;s fun to think about
50198,hispanic / latin,other,libra and it&rsquo;s fun to think about
50212,white,atheism,leo
50214,white,atheism and laughing about it,gemini but it doesn&rsquo;t matter
50222,white,agnosticism but not too serious about it,taurus and it&rsquo;s fun to think about
50225,white,agnosticism,pisces but it doesn&rsquo;t matter
50228,white,other and laughing about it,cancer and it&rsquo;s fun to think about
50234,white,catholicism but not too serious about it,aquarius but it doesn&rsquo;t matter
50248,white,catholicism but not too serious about it,sagittarius and it&rsquo;s fun to think about
50250,white,other and very serious about it,sagittarius and it&rsquo;s fun to think about
50265,white,atheism and very serious about it,gemini but it doesn&rsquo;t matter
50272,white,atheism and laughing about it,leo but it doesn&rsquo;t matter
50275,white,judaism but not too serious about it,pisces but it doesn&rsquo;t matter
50276,black,other and very serious about it,leo but it doesn&rsquo;t matter
50303,white,atheism and laughing about it,gemini and it&rsquo;s fun to think about
50306,white,catholicism and very serious about it,sagittarius but it doesn&rsquo;t matter
50310,white,judaism but not too serious about it,aries
50317,white,agnosticism but not too serious about it,cancer but it doesn&rsquo;t matter
50330,white,atheism but not too serious about it,cancer but it doesn&rsquo;t matter
50339,"black, other",christianity,virgo and it&rsquo;s fun to think about
50341,white,judaism,scorpio
50345,hispanic / latin,judaism but not too serious about it,gemini but it doesn&rsquo;t matter
50352,black,other but not too serious about it,aries and it&rsquo;s fun to think about
50358,white,atheism,pisces but it doesn&rsquo;t matter
50363,white,other,aries but it doesn&rsquo;t matter
50368,white,judaism but not too serious about it,scorpio but it doesn&rsquo;t matter
50370,white,atheism and laughing about it,libra and it&rsquo;s fun to think about
50384,white,atheism but not too serious about it,leo but it doesn&rsquo;t matter
50393,white,other and somewhat serious about it,scorpio but it doesn&rsquo;t matter
50394,white,christianity,libra
50400,white,atheism and somewhat serious about it,libra but it doesn&rsquo;t matter
50413,asian,catholicism but not too serious about it,cancer and it&rsquo;s fun to think about
50415,white,christianity but not too serious about it,cancer and it&rsquo;s fun to think about
50416,white,other and somewhat serious about it,libra and it&rsquo;s fun to think about
50430,asian,buddhism and somewhat serious about it,scorpio and it&rsquo;s fun to think about
50445,white,other and laughing about it,libra
50447,white,buddhism but not too serious about it,taurus and it&rsquo;s fun to think about
50475,asian,other,sagittarius and it&rsquo;s fun to think about
50484,white,christianity but not too serious about it,leo and it matters a lot
50488,white,agnosticism and laughing about it,libra but it doesn&rsquo;t matter
50507,white,christianity and laughing about it,cancer and it&rsquo;s fun to think about
50519,white,christianity but not too serious about it,virgo but it doesn&rsquo;t matter
50543,hispanic / latin,catholicism but not too serious about it,cancer and it&rsquo;s fun to think about
50544,white,other but not too serious about it,pisces but it doesn&rsquo;t matter
50550,white,atheism but not too serious about it,pisces but it doesn&rsquo;t matter
50568,white,christianity but not too serious about it,cancer but it doesn&rsquo;t matter
50577,white,agnosticism and somewhat serious about it,capricorn
50579,white,other and very serious about it,pisces and it&rsquo;s fun to think about
50583,other,catholicism but not too serious about it,libra and it&rsquo;s fun to think about
50597,white,atheism and somewhat serious about it,cancer but it doesn&rsquo;t matter
50602,white,other,gemini but it doesn&rsquo;t matter
50608,other,christianity,leo
50615,hispanic / latin,agnosticism and laughing about it,pisces and it&rsquo;s fun to think about
50618,white,buddhism and very serious about it,gemini and it&rsquo;s fun to think about
50622,white,christianity and very serious about it,scorpio but it doesn&rsquo;t matter
50628,white,agnosticism and laughing about it,cancer
50643,white,other,leo and it&rsquo;s fun to think about
50658,white,atheism but not too serious about it,cancer but it doesn&rsquo;t matter
50661,other,other and laughing about it,scorpio and it&rsquo;s fun to think about
50676,white,atheism and laughing about it,pisces and it&rsquo;s fun to think about
50679,white,atheism and laughing about it,scorpio and it&rsquo;s fun to think about
50681,white,other and somewhat serious about it,aries and it&rsquo;s fun to think about
50694,"native american, white",agnosticism but not too serious about it,taurus and it&rsquo;s fun to think about
50695,white,catholicism and laughing about it,leo and it&rsquo;s fun to think about
50696,white,judaism,scorpio and it&rsquo;s fun to think about
50699,white,agnosticism and laughing about it,virgo and it&rsquo;s fun to think about
50709,white,agnosticism and very serious about it,leo and it&rsquo;s fun to think about
50714,white,catholicism but not too serious about it,taurus and it&rsquo;s fun to think about
50716,white,catholicism,aries and it&rsquo;s fun to think about
50719,white,atheism but not too serious about it,virgo
50720,white,other,taurus
50726,white,atheism but not too serious about it,sagittarius and it&rsquo;s fun to think about
50733,white,agnosticism but not too serious about it,virgo and it&rsquo;s fun to think about
50734,white,catholicism and somewhat serious about it,aries and it&rsquo;s fun to think about
50736,hispanic / latin,catholicism and laughing about it,aries and it&rsquo;s fun to think about
50740,"asian, white",agnosticism,cancer but it doesn&rsquo;t matter
50752,white,agnosticism and laughing about it,aquarius but it doesn&rsquo;t matter
50766,white,other but not too serious about it,virgo and it&rsquo;s fun to think about
50779,"hispanic / latin, white",catholicism but not too serious about it,libra and it&rsquo;s fun to think about
50786,asian,atheism and very serious about it,sagittarius but it doesn&rsquo;t matter
50787,white,atheism and laughing about it,scorpio but it doesn&rsquo;t matter
50794,white,atheism and very serious about it,libra but it doesn&rsquo;t matter
50807,white,buddhism but not too serious about it,scorpio and it&rsquo;s fun to think about
50814,white,agnosticism,libra
50822,"black, other",atheism and laughing about it,gemini and it&rsquo;s fun to think about
50838,white,judaism and laughing about it,gemini and it&rsquo;s fun to think about
50847,"hispanic / latin, white",christianity and laughing about it,cancer
50852,white,atheism but not too serious about it,aries but it doesn&rsquo;t matter
50856,white,agnosticism and laughing about it,cancer but it doesn&rsquo;t matter
50864,white,catholicism and laughing about it,gemini but it doesn&rsquo;t matter
50867,white,agnosticism and laughing about it,taurus but it doesn&rsquo;t matter
50882,white,judaism but not too serious about it,scorpio and it&rsquo;s fun to think about
50897,white,atheism and laughing about it,aquarius but it doesn&rsquo;t matter
50907,asian,catholicism but not too serious about it,virgo but it doesn&rsquo;t matter
50912,hispanic / latin,atheism and somewhat serious about it,aries but it doesn&rsquo;t matter
50920,asian,christianity and very serious about it,cancer but it doesn&rsquo;t matter
50943,"hispanic / latin, white",judaism but not too serious about it,pisces but it doesn&rsquo;t matter
50961,"middle eastern, white, other",christianity but not too serious about it,leo and it&rsquo;s fun to think about
50967,white,catholicism and somewhat serious about it,pisces and it&rsquo;s fun to think about
50976,white,agnosticism,scorpio but it doesn&rsquo;t matter
50991,white,judaism and somewhat serious about it,cancer but it doesn&rsquo;t matter
51021,white,judaism but not too serious about it,aries but it doesn&rsquo;t matter
51034,white,atheism and somewhat serious about it,virgo but it doesn&rsquo;t matter
51038,white,agnosticism and laughing about it,gemini and it&rsquo;s fun to think about
51039,white,atheism and laughing about it,aquarius but it doesn&rsquo;t matter
51043,white,christianity and laughing about it,sagittarius but it doesn&rsquo;t matter
51049,white,other and laughing about it,cancer but it doesn&rsquo;t matter
51055,white,catholicism but not too serious about it,taurus and it&rsquo;s fun to think about
51059,white,catholicism and very serious about it,gemini
51061,white,other,leo but it doesn&rsquo;t matter
51063,white,christianity,leo
51064,white,christianity but not too serious about it,capricorn and it&rsquo;s fun to think about
51067,white,christianity but not too serious about it,gemini but it doesn&rsquo;t matter
51074,other,christianity,leo and it&rsquo;s fun to think about
51081,white,agnosticism and laughing about it,taurus
51089,asian,catholicism but not too serious about it,leo and it&rsquo;s fun to think about
51101,white,atheism and laughing about it,gemini but it doesn&rsquo;t matter
51102,"black, white",agnosticism,gemini but it doesn&rsquo;t matter
51137,white,christianity but not too serious about it,capricorn but it doesn&rsquo;t matter
51138,"hispanic / latin, white",christianity but not too serious about it,gemini
51154,white,agnosticism but not too serious about it,aquarius and it&rsquo;s fun to think about
51155,white,atheism and laughing about it,leo but it doesn&rsquo;t matter
51160,black,agnosticism and laughing about it,gemini and it&rsquo;s fun to think about
51161,white,judaism and laughing about it,sagittarius and it&rsquo;s fun to think about
51171,black,christianity and somewhat serious about it,virgo but it doesn&rsquo;t matter
51178,asian,buddhism and somewhat serious about it,libra and it&rsquo;s fun to think about
51190,white,agnosticism but not too serious about it,scorpio and it&rsquo;s fun to think about
51200,white,christianity but not too serious about it,taurus but it doesn&rsquo;t matter
51206,white,judaism but not too serious about it,pisces and it&rsquo;s fun to think about
51213,white,other and somewhat serious about it,aquarius and it&rsquo;s fun to think about
51225,white,judaism,aries but it doesn&rsquo;t matter
51233,"asian, pacific islander",catholicism,gemini and it&rsquo;s fun to think about
51238,white,atheism but not too serious about it,pisces but it doesn&rsquo;t matter
51242,pacific islander,other,cancer but it doesn&rsquo;t matter
51244,white,catholicism and laughing about it,virgo and it&rsquo;s fun to think about
51257,white,judaism and somewhat serious about it,gemini but it doesn&rsquo;t matter
51263,white,atheism and laughing about it,aries and it&rsquo;s fun to think about
51266,other,catholicism but not too serious about it,capricorn and it&rsquo;s fun to think about
51267,white,catholicism but not too serious about it,leo and it&rsquo;s fun to think about
51274,black,agnosticism and somewhat serious about it,gemini and it&rsquo;s fun to think about
51281,white,catholicism but not too serious about it,virgo but it doesn&rsquo;t matter
51294,white,christianity but not too serious about it,scorpio and it&rsquo;s fun to think about
51296,white,atheism and laughing about it,gemini but it doesn&rsquo;t matter
51297,white,other and laughing about it,virgo
51308,white,other,taurus
51328,white,christianity,gemini
51340,asian,buddhism but not too serious about it,cancer
51342,hispanic / latin,catholicism but not too serious about it,sagittarius and it&rsquo;s fun to think about
51348,hispanic / latin,catholicism but not too serious about it,leo and it&rsquo;s fun to think about
51351,hispanic / latin,catholicism,libra and it&rsquo;s fun to think about
51355,"hispanic / latin, white",other and laughing about it,scorpio and it&rsquo;s fun to think about
51360,"native american, hispanic / latin, white",atheism and somewhat serious about it,aries but it doesn&rsquo;t matter
51371,hispanic / latin,catholicism and laughing about it,scorpio and it&rsquo;s fun to think about
51380,white,agnosticism and laughing about it,aquarius and it&rsquo;s fun to think about
51392,white,catholicism but not too serious about it,leo and it&rsquo;s fun to think about
51394,"asian, hispanic / latin, white, other",catholicism and somewhat serious about it,pisces and it&rsquo;s fun to think about
51397,"black, hispanic / latin",catholicism and somewhat serious about it,capricorn and it matters a lot
51409,white,judaism and laughing about it,taurus but it doesn&rsquo;t matter
51416,white,agnosticism,leo but it doesn&rsquo;t matter
51427,white,agnosticism but not too serious about it,taurus but it doesn&rsquo;t matter
