age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,id
52,single,f,straight,athletic,anything,socially,never,graduated from college/university,white,66.0,-1,other,2012-06-23-21-03,"lafayette, california",has kids,has dogs and likes cats,christianity but not too serious about it,libra and it&rsquo;s fun to think about,no,english (fluently),47497
22,seeing someone,f,bisexual,average,anything,often,sometimes,working on college/university,white,64.0,-1,student,2012-06-29-12-41,"san francisco, california",doesn't want kids,likes dogs and has cats,atheism and somewhat serious about it,libra but it doesn&rsquo;t matter,yes,"english (fluently), spanish (fluently)",47522
28,single,m,straight,average,strictly anything,rarely,never,graduated from college/university,asian,65.0,-1,entertainment / media,2012-06-30-22-06,"el cerrito, california","doesn't have kids, but wants them",likes dogs and likes cats,agnosticism but not too serious about it,pisces but it doesn&rsquo;t matter,no,"english (fluently), japanese (okay), chinese (okay), spanish (poorly)",47529
29,single,m,straight,average,strictly other,not at all,never,working on masters program,hispanic / latin,69.0,-1,unemployed,2012-06-30-17-53,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,other but not too serious about it,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",47533
30,single,m,straight,fit,mostly anything,rarely,sometimes,graduated from college/university,white,73.0,-1,other,2012-06-29-11-19,"oakland, california","doesn't have kids, but wants them",likes dogs,judaism,sagittarius,no,"english, hebrew (poorly)",47536
30,single,m,straight,athletic,anything,socially,never,graduated from college/university,asian,72.0,-1,artistic / musical / writer,2012-06-12-14-51,"san francisco, california",doesn't have kids,likes dogs and likes cats,agnosticism,taurus,no,"english (fluently), italian (okay), chinese (okay)",47545
37,single,m,straight,fit,mostly anything,not at all,never,working on college/university,white,70.0,30000,construction / craftsmanship,2012-06-27-20-47,"oakland, california","doesn't have kids, but wants them",likes dogs and likes cats,catholicism and somewhat serious about it,capricorn and it&rsquo;s fun to think about,trying to quit,"english (fluently), sign language (fluently), spanish (poorly)",47546
40,single,m,straight,average,mostly anything,socially,never,college/university,white,65.0,-1,sales / marketing / biz dev,2012-06-30-23-40,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,christianity but not too serious about it,aquarius,no,english (fluently),47555
38,single,m,gay,athletic,mostly anything,socially,never,graduated from masters program,black,67.0,-1,other,2012-06-30-07-09,"san francisco, california",doesn't want kids,likes dogs,catholicism but not too serious about it,cancer,no,"english, french",47565
33,single,f,straight,curvy,strictly anything,socially,never,graduated from masters program,white,63.0,-1,other,2012-06-30-17-30,"san francisco, california","doesn't have kids, but wants them",likes dogs,catholicism but not too serious about it,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",47566
32,single,f,straight,average,mostly vegetarian,socially,never,graduated from college/university,white,64.0,-1,other,2012-06-30-10-16,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,agnosticism but not too serious about it,capricorn and it&rsquo;s fun to think about,no,"english, german (poorly), spanish (poorly)",47568
30,single,m,gay,average,strictly anything,often,never,dropped out of space camp,white,65.0,-1,sales / marketing / biz dev,2012-07-01-02-22,"san francisco, california",doesn't want kids,likes dogs and likes cats,agnosticism and laughing about it,scorpio and it&rsquo;s fun to think about,yes,"english (fluently), french (okay), spanish (okay), other (fluently)",47590
27,single,f,straight,average,vegetarian,socially,never,graduated from college/university,"black, white",63.0,-1,artistic / musical / writer,2012-06-30-00-03,"burlingame, california",doesn't have kids,likes dogs and has cats,agnosticism,sagittarius,no,english,47593
29,single,f,straight,average,anything,socially,sometimes,graduated from masters program,white,64.0,-1,other,2012-06-29-08-57,"mill valley, california",wants kids,likes dogs and has cats,agnosticism but not too serious about it,pisces and it&rsquo;s fun to think about,no,english,47594
44,single,m,straight,athletic,mostly anything,not at all,never,graduated from masters program,white,69.0,100000,science / tech / engineering,2011-09-05-20-38,"berkeley, california",has a kid,likes dogs and dislikes cats,catholicism and somewhat serious about it,scorpio and it&rsquo;s fun to think about,no,english,47598
36,single,m,straight,normal,anything,often,sometimes,dropped out of college/university,white,65.0,-1,construction / craftsmanship,2011-10-11-00-42,"south san francisco, california",doesn't want kids,likes dogs and dislikes cats,other and very serious about it,aries and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (fluently), russian (okay)",47600
37,single,f,straight,average,mostly vegetarian,socially,never,graduated from masters program,white,65.0,-1,sales / marketing / biz dev,2012-06-28-09-53,"san francisco, california",doesn't have kids,dislikes dogs and dislikes cats,catholicism and laughing about it,gemini and it&rsquo;s fun to think about,no,"english, spanish (fluently), german (poorly)",47608
18,single,f,straight,thin,anything,socially,never,working on college/university,"middle eastern, white",65.0,-1,student,2012-06-30-23-55,"san francisco, california",doesn't want kids,likes dogs and has cats,agnosticism and laughing about it,virgo and it&rsquo;s fun to think about,sometimes,english,47624
25,single,f,straight,fit,mostly anything,socially,sometimes,graduated from college/university,middle eastern,62.0,20000,other,2012-05-03-23-39,"san rafael, california",doesn't have kids,likes dogs and likes cats,islam and laughing about it,gemini and it&rsquo;s fun to think about,no,"english (fluently), farsi (fluently)",47628
20,single,f,straight,curvy,strictly anything,socially,never,graduated from space camp,black,66.0,-1,student,2012-06-30-22-34,"benicia, california",doesn't have kids,likes dogs and has cats,christianity and somewhat serious about it,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",47642
27,seeing someone,m,straight,athletic,strictly anything,very often,never,graduated from two-year college,"asian, pacific islander",65.0,-1,other,2012-07-01-00-42,"san francisco, california",doesn't want kids,likes dogs,catholicism and laughing about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), tagalog (poorly), japanese (poorly), c++ (poorly)",47643
35,single,m,straight,athletic,anything,socially,never,graduated from masters program,white,74.0,150000,science / tech / engineering,2012-06-30-22-18,"san francisco, california","doesn't have kids, but wants them",likes dogs and has cats,agnosticism but not too serious about it,aries but it doesn&rsquo;t matter,no,"english, french",47655
32,single,m,bisexual,average,mostly vegetarian,socially,never,graduated from two-year college,white,68.0,-1,sales / marketing / biz dev,2012-06-24-12-48,"south san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,atheism and laughing about it,capricorn and it&rsquo;s fun to think about,no,"english (fluently), vietnamese (okay), french (poorly)",47663
32,single,m,straight,athletic,mostly anything,rarely,never,working on college/university,other,68.0,-1,other,2012-06-30-07-34,"berkeley, california","doesn't have kids, and doesn't want any",has cats,other and laughing about it,pisces but it doesn&rsquo;t matter,no,"english (fluently), japanese (okay), chinese (okay), korean (poorly)",47669
25,single,m,straight,a little extra,mostly anything,socially,sometimes,graduated from college/university,white,69.0,-1,science / tech / engineering,2012-06-29-11-57,"vallejo, california",doesn't want kids,likes dogs,atheism,aquarius but it doesn&rsquo;t matter,when drinking,english (poorly),47670
35,seeing someone,m,gay,normal,anything,not at all,never,dropped out of space camp,white,71.0,-1,computer / hardware / software,2012-03-31-18-45,"san francisco, california",doesn't want kids,dislikes dogs and likes cats,agnosticism and laughing about it,virgo but it doesn&rsquo;t matter,no,english,47681
47,single,f,straight,full figured,mostly anything,socially,never,graduated from masters program,white,65.0,-1,science / tech / engineering,2012-02-15-09-06,"belmont, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,other and very serious about it,pisces and it&rsquo;s fun to think about,no,english (fluently),47682
30,single,f,gay,full figured,mostly other,socially,never,graduated from masters program,white,63.0,-1,education / academia,2012-06-30-18-48,"emeryville, california",doesn't have kids,likes dogs and likes cats,agnosticism and very serious about it,virgo and it&rsquo;s fun to think about,no,"english (fluently), german (poorly), spanish (poorly)",47691
37,single,m,straight,athletic,anything,socially,never,graduated from college/university,white,72.0,-1,science / tech / engineering,2012-06-30-11-37,"san francisco, california","has kids, and might want more",likes dogs,judaism,gemini,no,"english (fluently), spanish (poorly), russian (poorly)",47692
28,single,f,straight,fit,mostly anything,socially,never,working on college/university,white,69.0,-1,law / legal services,2012-05-05-07-14,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,agnosticism but not too serious about it,capricorn and it&rsquo;s fun to think about,no,"english (fluently), swedish (fluently)",47696
28,single,f,straight,average,anything,socially,never,working on college/university,white,59.0,50000,medicine / health,2012-06-30-18-00,"san francisco, california","doesn't have kids, but wants them",has dogs and has cats,catholicism and laughing about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",47706
67,single,f,straight,athletic,anything,not at all,never,graduated from ph.d program,white,70.0,-1,sales / marketing / biz dev,2012-07-01-04-06,"berkeley, california",has a kid,likes dogs and has cats,judaism but not too serious about it,pisces and it&rsquo;s fun to think about,no,english,47714
35,single,m,straight,fit,anything,rarely,never,graduated from college/university,"middle eastern, indian",68.0,-1,other,2012-01-13-18-36,"south san francisco, california",has a kid,likes dogs and likes cats,islam and somewhat serious about it,sagittarius and it&rsquo;s fun to think about,sometimes,"english (fluently), hindi (fluently), arabic (poorly), urdu (fluently)",47716
40,single,m,straight,average,anything,socially,never,graduated from law school,white,73.0,-1,political / government,2012-06-25-20-58,"albany, california",has kids,likes dogs and has cats,agnosticism and somewhat serious about it,aquarius but it doesn&rsquo;t matter,no,english (fluently),47717
52,single,f,straight,average,anything,rarely,never,graduated from masters program,white,67.0,-1,education / academia,2012-06-24-20-38,"larkspur, california",has a kid,likes dogs and has cats,other and somewhat serious about it,aries but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), french (poorly)",47719
32,single,f,straight,athletic,mostly vegetarian,socially,never,graduated from college/university,white,67.0,-1,sales / marketing / biz dev,2012-03-22-19-30,"san francisco, california","doesn't have kids, but might want them",likes dogs,catholicism but not too serious about it,gemini and it&rsquo;s fun to think about,sometimes,english,47723
24,single,f,straight,jacked,anything,rarely,never,graduated from college/university,asian,61.0,-1,student,2012-06-08-01-13,"san francisco, california",doesn't have kids,likes dogs,christianity,capricorn and it&rsquo;s fun to think about,no,"english (okay), chinese (fluently)",47731
53,single,m,straight,athletic,mostly anything,socially,never,working on college/university,white,75.0,150000,computer / hardware / software,2012-06-30-23-10,"palo alto, california","doesn't have kids, but wants them",likes dogs and likes cats,atheism and laughing about it,taurus but it doesn&rsquo;t matter,no,english (fluently),47732
44,single,f,straight,curvy,mostly anything,socially,never,graduated from masters program,white,64.0,-1,computer / hardware / software,2012-06-30-22-50,"montara, california","doesn't have kids, but wants them",likes dogs and has cats,agnosticism,capricorn but it doesn&rsquo;t matter,no,"english (fluently), chinese (poorly), german (poorly)",47733
29,single,f,straight,average,mostly anything,socially,never,graduated from college/university,white,68.0,-1,clerical / administrative,2012-06-29-16-54,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,christianity,pisces,no,english,47743
29,single,f,straight,fit,anything,often,never,graduated from college/university,white,68.0,-1,hospitality / travel,2012-06-28-21-46,"san francisco, california","doesn't have kids, but wants them",has dogs and likes cats,agnosticism and laughing about it,cancer but it doesn&rsquo;t matter,when drinking,"english (fluently), french (poorly), spanish (poorly)",47765
32,single,f,straight,curvy,anything,rarely,never,graduated from college/university,white,71.0,-1,entertainment / media,2012-06-26-12-34,"larkspur, california",doesn't have kids,likes dogs,christianity but not too serious about it,leo and it&rsquo;s fun to think about,no,english (fluently),47766
32,single,f,straight,average,mostly vegetarian,rarely,sometimes,working on masters program,white,62.0,-1,student,2012-06-30-23-07,"berkeley, california","doesn't have kids, but might want them",likes dogs and likes cats,buddhism and laughing about it,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), french (okay), sign language (poorly)",47768
33,single,f,straight,fit,anything,socially,never,graduated from college/university,white,70.0,-1,other,2012-06-30-15-45,"sausalito, california",doesn't have kids,likes dogs,agnosticism and laughing about it,scorpio but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), japanese (poorly)",47771
26,single,m,straight,normal,anything,often,sometimes,graduated from college/university,white,74.0,70000,construction / craftsmanship,2012-06-07-19-40,"alameda, california",doesn't want kids,likes dogs,other and laughing about it,libra and it&rsquo;s fun to think about,yes,"english (fluently), spanish (poorly)",47773
28,single,m,straight,athletic,anything,often,never,working on masters program,indian,69.0,-1,entertainment / media,2012-03-17-01-10,"berkeley, california",doesn't have kids,likes dogs,catholicism,scorpio,no,english,47775
44,single,m,straight,jacked,anything,socially,never,graduated from ph.d program,"hispanic / latin, white",68.0,100000,science / tech / engineering,2012-07-01-01-08,"san francisco, california",has a kid,likes dogs and likes cats,atheism but not too serious about it,aries but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",47776
34,single,m,gay,athletic,strictly anything,socially,never,graduated from college/university,white,71.0,80000,artistic / musical / writer,2012-06-23-08-23,"walnut creek, california","doesn't have kids, but might want them",has dogs,christianity but not too serious about it,scorpio and it&rsquo;s fun to think about,sometimes,english,47778
63,single,f,straight,fit,anything,socially,never,graduated from masters program,white,62.0,-1,retired,2012-06-30-23-43,"oakland, california",has kids,likes dogs,judaism but not too serious about it,cancer but it doesn&rsquo;t matter,no,"english, french (okay)",47785
26,available,m,straight,normal,anything,not at all,never,working on college/university,white,72.0,-1,student,2012-06-22-16-53,"mill valley, california",doesn't want kids,likes dogs and likes cats,judaism and laughing about it,leo and it&rsquo;s fun to think about,no,"english (fluently), japanese (okay)",47787
24,single,f,straight,fit,anything,socially,never,graduated from college/university,white,70.0,-1,artistic / musical / writer,2012-07-01-01-25,"berkeley, california",doesn't want kids,likes dogs and likes cats,atheism but not too serious about it,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), french (okay), spanish (poorly)",47791
50,single,f,straight,average,anything,socially,never,graduated from college/university,white,66.0,-1,other,2012-06-29-13-49,"oakland, california",doesn't have kids,has cats,atheism,taurus but it doesn&rsquo;t matter,no,"english (fluently), french (okay)",47796
24,single,f,straight,thin,mostly anything,rarely,never,graduated from college/university,white,64.0,30000,clerical / administrative,2012-06-11-23-34,"oakland, california","doesn't have kids, but might want them",likes dogs,agnosticism but not too serious about it,gemini but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",47799
37,single,m,straight,fit,mostly anything,socially,sometimes,graduated from masters program,white,68.0,70000,education / academia,2012-06-29-14-34,"san francisco, california","doesn't have kids, but might want them",has dogs and dislikes cats,buddhism and laughing about it,gemini and it&rsquo;s fun to think about,trying to quit,"english (fluently), other (okay), french (poorly), spanish (poorly), chinese (poorly)",47824
55,single,f,straight,thin,anything,socially,never,graduated from masters program,white,65.0,50000,education / academia,2012-06-27-22-45,"oakland, california",has kids,has dogs and has cats,christianity and laughing about it,cancer but it doesn&rsquo;t matter,no,"english (fluently), german (poorly), norwegian (poorly)",47836
26,single,m,straight,athletic,anything,socially,never,graduated from med school,white,66.0,-1,medicine / health,2012-06-30-23-12,"san francisco, california",doesn't have kids,has dogs and likes cats,agnosticism,cancer,no,"english (fluently), spanish (fluently)",47844
34,single,m,straight,normal,anything,socially,sometimes,dropped out of college/university,white,74.0,-1,computer / hardware / software,2012-06-27-01-22,"el cerrito, california",has kids,has cats,other,leo,yes,english,47855
24,single,f,straight,normal,anything,socially,never,graduated from college/university,white,68.0,-1,education / academia,2012-06-30-21-33,"san francisco, california",doesn't have kids,likes dogs,christianity,scorpio but it doesn&rsquo;t matter,no,english,47865
33,single,m,gay,athletic,anything,socially,never,graduated from college/university,white,71.0,-1,sales / marketing / biz dev,2012-03-12-16-49,"san francisco, california",doesn't want kids,likes dogs and has cats,atheism,virgo,yes,english,47879
49,single,f,straight,curvy,anything,socially,never,graduated from college/university,"black, native american",68.0,-1,other,2012-06-29-14-55,"oakland, california",has a kid,likes dogs and has cats,other and very serious about it,sagittarius and it&rsquo;s fun to think about,no,english (fluently),47881
32,single,m,straight,skinny,mostly anything,very often,sometimes,dropped out of high school,asian,72.0,-1,artistic / musical / writer,2012-06-06-21-22,"san francisco, california",doesn't have kids,likes cats,buddhism and laughing about it,sagittarius but it doesn&rsquo;t matter,yes,english,47887
32,single,m,straight,a little extra,mostly anything,often,never,graduated from high school,white,71.0,-1,computer / hardware / software,2012-06-30-23-38,"oakland, california","doesn't have kids, but might want them",likes dogs and has cats,atheism and somewhat serious about it,libra but it doesn&rsquo;t matter,trying to quit,english,47892
23,single,f,straight,thin,mostly anything,socially,never,working on college/university,white,67.0,-1,other,2012-06-26-01-38,"san francisco, california","doesn't have kids, but might want them",likes dogs,agnosticism,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",47893
26,single,f,straight,curvy,mostly vegetarian,socially,never,graduated from college/university,black,62.0,-1,hospitality / travel,2012-06-25-15-05,"san francisco, california",doesn't have kids,likes dogs and likes cats,other but not too serious about it,aries but it doesn&rsquo;t matter,no,english (fluently),47896
38,single,m,straight,fit,strictly anything,socially,never,graduated from ph.d program,white,72.0,-1,science / tech / engineering,2012-06-25-13-03,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,atheism and laughing about it,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), c++ (fluently)",47899
36,available,m,straight,fit,mostly anything,often,never,graduated from college/university,asian,66.0,150000,banking / financial / real estate,2011-07-05-23-59,"palo alto, california",has kids,has dogs,agnosticism but not too serious about it,libra but it doesn&rsquo;t matter,no,"english (fluently), japanese (fluently), portuguese (fluently)",47901
28,single,m,straight,average,anything,socially,sometimes,working on college/university,"white, other",70.0,-1,artistic / musical / writer,2011-10-20-07-54,"mill valley, california",doesn't want kids,likes dogs and likes cats,agnosticism and somewhat serious about it,gemini but it doesn&rsquo;t matter,when drinking,"english (fluently), latin (poorly), french (poorly), spanish (poorly)",47908
44,available,m,bisexual,average,anything,not at all,sometimes,graduated from college/university,white,73.0,20000,artistic / musical / writer,2012-06-30-14-10,"berkeley, california","doesn't have kids, but wants them",likes dogs and likes cats,other and somewhat serious about it,taurus and it&rsquo;s fun to think about,trying to quit,english (fluently),47912
27,single,m,straight,athletic,mostly anything,rarely,never,graduated from college/university,white,74.0,20000,other,2012-06-24-07-05,"orinda, california",doesn't want kids,likes dogs and has cats,atheism,virgo but it doesn&rsquo;t matter,no,english,47916
44,single,m,straight,average,mostly anything,rarely,never,graduated from high school,asian,67.0,-1,artistic / musical / writer,2012-06-22-08-33,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,agnosticism but not too serious about it,gemini but it doesn&rsquo;t matter,no,english (fluently),47917
27,single,m,gay,skinny,mostly anything,socially,sometimes,graduated from college/university,hispanic / latin,67.0,-1,artistic / musical / writer,2012-06-30-21-25,"oakland, california",doesn't have kids,likes dogs and likes cats,atheism and laughing about it,libra,no,"english, spanish, french (poorly)",47931
22,single,m,straight,a little extra,mostly anything,socially,never,working on college/university,"black, white",69.0,20000,student,2012-06-30-00-27,"san francisco, california",doesn't have kids,likes dogs and likes cats,other but not too serious about it,libra but it doesn&rsquo;t matter,no,"english (fluently), c++ (poorly)",47957
31,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,asian,72.0,-1,medicine / health,2012-06-27-23-31,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,atheism and somewhat serious about it,aquarius but it doesn&rsquo;t matter,trying to quit,"english (fluently), chinese (fluently)",47960
20,single,m,straight,skinny,strictly anything,socially,sometimes,working on college/university,white,72.0,20000,student,2012-02-14-20-51,"san rafael, california","doesn't have kids, and doesn't want any",likes dogs,other but not too serious about it,cancer and it&rsquo;s fun to think about,sometimes,"english (fluently), spanish (poorly), swahili (poorly)",47989
29,single,f,straight,thin,anything,socially,never,college/university,asian,63.0,-1,other,2012-06-30-19-01,"san francisco, california","doesn't have kids, but wants them",likes dogs,buddhism but not too serious about it,cancer and it&rsquo;s fun to think about,no,english,47991
27,single,m,straight,athletic,mostly anything,socially,never,dropped out of college/university,white,70.0,1000000,science / tech / engineering,2012-06-30-14-44,"san francisco, california","doesn't have kids, but might want them",likes dogs,agnosticism and laughing about it,taurus but it doesn&rsquo;t matter,trying to quit,"english (poorly), italian (fluently)",47996
19,single,f,bisexual,curvy,mostly anything,rarely,never,graduated from high school,hispanic / latin,68.0,-1,other,2012-06-27-00-54,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,christianity and somewhat serious about it,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), latin (poorly)",48004
27,single,f,straight,curvy,mostly vegetarian,socially,never,working on ph.d program,indian,67.0,20000,student,2012-06-30-02-30,"emeryville, california","doesn't have kids, but wants them",has dogs,other but not too serious about it,aquarius and it&rsquo;s fun to think about,no,"english (fluently), hindi (fluently)",48013
43,single,m,straight,normal,strictly anything,rarely,never,dropped out of college/university,"asian, pacific islander, hispanic / latin, white",72.0,-1,artistic / musical / writer,2012-06-28-21-57,"fremont, california",doesn't have kids,likes dogs and has cats,agnosticism,cancer,no,"english (fluently), german (poorly), french (poorly)",48015
23,seeing someone,f,straight,fit,strictly vegan,socially,never,graduated from college/university,white,67.0,20000,unemployed,2012-06-28-19-12,"san francisco, california","doesn't have kids, and doesn't want any",dislikes dogs and dislikes cats,atheism,sagittarius,no,english (fluently),48028
26,single,f,straight,thin,mostly vegetarian,socially,never,graduated from college/university,white,69.0,20000,artistic / musical / writer,2012-06-30-18-01,"oakland, california",doesn't have kids,likes dogs and likes cats,judaism but not too serious about it,libra and it&rsquo;s fun to think about,no,"english (fluently), hebrew (poorly), spanish (poorly)",48030
42,single,m,straight,average,mostly anything,socially,never,dropped out of college/university,white,70.0,-1,computer / hardware / software,2012-06-25-22-10,"san francisco, california",doesn't have kids,likes dogs,catholicism but not too serious about it,cancer but it doesn&rsquo;t matter,no,english,48036
39,single,f,straight,average,mostly other,not at all,never,graduated from two-year college,hispanic / latin,67.0,-1,other,2011-12-27-21-54,"richmond, california",has kids,has dogs,christianity and very serious about it,leo but it doesn&rsquo;t matter,no,"english (okay), portuguese (okay), spanish (okay)",48040
44,single,f,straight,fit,anything,socially,never,graduated from masters program,white,64.0,-1,executive / management,2012-06-24-10-13,"san francisco, california",has a kid,likes dogs and likes cats,catholicism but not too serious about it,gemini and it&rsquo;s fun to think about,no,"english (fluently), french (okay)",48046
31,single,m,straight,average,anything,socially,never,graduated from college/university,hispanic / latin,69.0,-1,science / tech / engineering,2012-06-29-11-08,"san mateo, california",doesn't want kids,likes dogs and has cats,catholicism but not too serious about it,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",48054
25,single,f,bisexual,full figured,mostly vegetarian,often,sometimes,working on college/university,white,68.0,20000,hospitality / travel,2012-05-25-18-31,"san francisco, california","doesn't have kids, but wants them",likes dogs,other but not too serious about it,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",48056
32,single,f,bisexual,average,strictly vegetarian,rarely,never,graduated from college/university,white,66.0,-1,other,2012-07-01-01-11,"oakland, california","doesn't have kids, but wants them",likes dogs and likes cats,other and laughing about it,cancer and it&rsquo;s fun to think about,no,"english (fluently), italian (poorly), spanish (poorly)",48060
36,single,m,straight,average,mostly anything,socially,sometimes,graduated from college/university,white,73.0,100000,banking / financial / real estate,2012-06-03-11-42,"san francisco, california",doesn't have kids,likes dogs and likes cats,agnosticism but not too serious about it,taurus but it doesn&rsquo;t matter,when drinking,english,48061
26,single,f,straight,fit,strictly anything,desperately,sometimes,graduated from college/university,asian,65.0,-1,science / tech / engineering,2012-06-30-17-42,"san francisco, california",doesn't have kids,likes dogs and likes cats,atheism and laughing about it,capricorn but it doesn&rsquo;t matter,no,"english (okay), chinese (poorly)",48065
32,single,m,straight,a little extra,mostly vegetarian,socially,never,graduated from college/university,hispanic / latin,70.0,-1,other,2012-07-01-00-55,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,catholicism but not too serious about it,virgo,no,"english, spanish (fluently)",48070
32,single,m,straight,athletic,anything,socially,never,graduated from college/university,indian,71.0,-1,executive / management,2012-06-30-22-13,"redwood city, california","doesn't have kids, but wants them",likes dogs,hinduism but not too serious about it,pisces but it doesn&rsquo;t matter,no,"english (fluently), gujarati (okay), hindi (okay)",48073
20,single,m,straight,average,mostly vegetarian,socially,never,working on college/university,white,71.0,20000,artistic / musical / writer,2012-04-14-21-37,"san francisco, california",doesn't have kids,likes dogs and likes cats,agnosticism,capricorn,yes,english,48076
22,single,f,straight,skinny,mostly anything,socially,never,working on college/university,white,66.0,20000,other,2012-06-30-19-42,"benicia, california","doesn't have kids, but might want them",likes dogs and has cats,agnosticism but not too serious about it,sagittarius and it&rsquo;s fun to think about,sometimes,"english (fluently), french (okay)",48079
37,single,m,straight,normal,anything,socially,never,graduated from ph.d program,white,71.0,-1,science / tech / engineering,2012-06-30-22-56,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,agnosticism but not too serious about it,virgo but it doesn&rsquo;t matter,no,"english (fluently), german (okay)",48084
20,single,m,straight,average,mostly anything,rarely,sometimes,graduated from high school,white,71.0,20000,construction / craftsmanship,2012-06-30-23-24,"san francisco, california","doesn't have kids, but might want them",has dogs and likes cats,atheism,aquarius,no,"english (fluently), japanese (okay)",48098
44,single,m,straight,athletic,mostly vegetarian,socially,never,graduated from college/university,white,71.0,-1,banking / financial / real estate,2012-06-18-10-23,"pleasant hill, california","doesn't have kids, but might want them",likes dogs and likes cats,christianity but not too serious about it,leo and it&rsquo;s fun to think about,no,english,48125
42,single,m,straight,athletic,anything,socially,never,graduated from masters program,white,73.0,-1,banking / financial / real estate,2012-06-30-18-50,"san francisco, california","doesn't have kids, but wants them",has dogs,judaism and laughing about it,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",48134
57,single,m,straight,athletic,anything,socially,never,graduated from college/university,white,74.0,150000,science / tech / engineering,2012-06-29-17-19,"san francisco, california",has kids,likes dogs and likes cats,agnosticism and laughing about it,sagittarius but it doesn&rsquo;t matter,no,english (fluently),48144
31,single,f,straight,fit,strictly vegan,socially,never,graduated from ph.d program,white,62.0,-1,medicine / health,2012-06-29-12-17,"oakland, california","doesn't have kids, but might want them",has dogs and has cats,judaism and laughing about it,pisces and it&rsquo;s fun to think about,no,english (fluently),48146
25,single,m,straight,fit,mostly vegetarian,socially,never,graduated from med school,white,73.0,100000,hospitality / travel,2012-06-25-19-43,"san francisco, california","doesn't have kids, but might want them",has dogs and dislikes cats,christianity but not too serious about it,capricorn but it doesn&rsquo;t matter,no,"english (fluently), ancient greek (fluently)",48155
52,available,m,straight,fit,anything,socially,never,graduated from ph.d program,white,75.0,150000,science / tech / engineering,2012-06-18-22-06,"palo alto, california",has kids,has dogs,atheism but not too serious about it,virgo but it doesn&rsquo;t matter,no,"english, french (poorly), c++ (fluently)",48162
27,single,m,straight,normal,anything,often,never,working on college/university,hispanic / latin,71.0,-1,computer / hardware / software,2012-06-30-08-43,"berkeley, california","doesn't have kids, but might want them",likes dogs and likes cats,agnosticism and laughing about it,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",48171
22,single,m,straight,athletic,mostly anything,socially,never,working on college/university,white,70.0,50000,sales / marketing / biz dev,2012-06-25-20-43,"san mateo, california","doesn't have kids, but might want them",has dogs,catholicism but not too serious about it,cancer but it doesn&rsquo;t matter,no,english (fluently),48172
22,single,m,straight,athletic,strictly anything,often,sometimes,graduated from high school,white,72.0,20000,other,2012-06-30-21-33,"pleasant hill, california","doesn't have kids, but might want them",likes dogs and likes cats,christianity but not too serious about it,sagittarius but it doesn&rsquo;t matter,yes,english (fluently),48174
24,single,m,gay,a little extra,anything,socially,never,working on college/university,white,65.0,-1,student,2012-05-31-13-21,"oakland, california",doesn't want kids,likes dogs and likes cats,agnosticism,scorpio,no,english,48177
30,single,f,straight,normal,anything,socially,sometimes,graduated from college/university,white,66.0,-1,clerical / administrative,2012-04-06-23-46,"oakland, california",doesn't want kids,likes dogs and has cats,atheism and somewhat serious about it,cancer but it doesn&rsquo;t matter,yes,"english (fluently), spanish (poorly)",48187
